"Incident_Id","Incident Date","city-county","killed","injured"
2245826,"2022-03-03","Midland",1,0
2245842,"2022-03-02","Dallas",0,2
2245845,"2022-03-02","Lubbock",0,2
2245850,"2022-03-03","El Paso",0,1
2245854,"2022-03-02","Houston",1,0
2245863,"2022-03-03","Houston",1,0
2245875,"2022-03-02","Houston",0,1
2246067,"2022-03-03","Dallas",1,0
2246083,"2022-03-02","Denton",0,1
2246091,"2022-03-03","Longview",0,1
2246159,"2022-03-03","Katy",0,1
2246173,"2022-03-03","Lubbock",1,0
2246182,"2022-03-02","Victoria",2,0
2246185,"2022-03-03","Temple",0,1
2246203,"2022-03-03","Temple",0,1
2246511,"2022-03-03","Houston",0,1
2246521,"2022-03-03","Alamo",1,0
2246526,"2022-03-03","Longview",0,1
2246533,"2022-03-04","Fort Worth",0,1
2246536,"2022-03-02","Springtown",0,1
2246626,"2022-03-03","Houston",0,1
2246704,"2022-03-04","Houston",1,0
2246706,"2022-03-04","Houston",0,1
2246715,"2022-03-04","Houston",0,1
2246720,"2022-03-04","Houston",0,1
2246726,"2022-03-04","Houston",0,1
2246735,"2022-03-03","Houston",0,2
2246879,"2022-03-04","Laredo",1,0
2246959,"2022-03-05","Bryan",1,0
2247079,"2022-03-04","Houston",1,0
2247096,"2022-03-05","Killeen",1,1
2247352,"2022-03-05","Waco",1,1
2247357,"2022-03-05","Dickinson",1,0
2247657,"2022-03-05","Dallas",0,3
2247828,"2022-03-06","Lubbock",0,4
2247913,"2022-03-05","Rio Grande City (Garceno)",0,1
2247940,"2022-03-05","Fort Worth",0,1
2248036,"2022-03-06","Fort Worth",1,0
2248048,"2022-03-06","Houston",0,1
2248051,"2022-03-06","Humble (Atascocita)",1,1
2248087,"2022-03-05","Richmond",1,0
2248094,"2022-03-04","Houston",1,0
2248108,"2022-03-06","Cuero",1,0
2248119,"2022-03-06","San Antonio",1,0
2248124,"2022-03-06","San Antonio",0,1
2248153,"2022-03-06","Austin",0,1
2248156,"2022-03-06","Austin",1,0
2248477,"2022-03-07","Houston",0,1
2248900,"2022-03-07","Austin",1,0
2249021,"2022-03-06","Houston",0,2
2249030,"2022-03-05","Houston",1,0
2249041,"2022-03-05","Fort Worth (Saginaw)",0,2
2249082,"2022-03-06","El Paso",0,1
2249088,"2022-03-04","Longview",0,1
2249096,"2022-03-06","Lufkin",0,1
2249109,"2022-03-07","Houston",0,1
2249112,"2022-03-08","Houston",0,1
2249236,"2022-03-05","Donna",1,0
2249721,"2022-03-08","Corpus Christi",1,0
2249730,"2022-03-08","San Antonio",0,1
2249777,"2022-03-05","Lewisville",1,0
2249800,"2022-03-06","Houston",1,0
2249807,"2022-03-08","Houston",1,0
2250096,"2022-03-09","Beaumont",0,1
2250100,"2022-03-08","Houston",0,1
2250106,"2022-02-07","Houston",0,1
2250136,"2022-03-09","Austin",0,1
2250146,"2022-03-09","Austin",0,1
2250184,"2022-03-09","Arlington",0,2
2250441,"2022-03-09","Houston",1,0
2250451,"2022-03-09","Kemah (Clear Lake Shores)",1,0
2250475,"2022-03-09","Lubbock",1,0
2250512,"2022-03-09","San Antonio",0,1
2250514,"2022-03-09","San Antonio",0,1
2250521,"2022-03-08","San Antonio",0,1
2250786,"2022-03-08","Baytown",1,0
2250797,"2022-03-09","Lufkin",1,1
2250806,"2022-03-09","Houston",0,1
2250809,"2022-03-09","Dallas",1,0
2251028,"2022-03-10","Dallas",1,0
2251056,"2022-01-25","Lewisville",0,1
2251504,"2022-03-10","Killeen",1,0
2251512,"2022-03-10","College Station",1,0
2251551,"2022-03-10","San Antonio",1,0
2251683,"2022-03-04","Austin",1,1
2251690,"2022-03-10","Beaumont",1,0
2251697,"2022-03-11","Killeen",2,0
2251718,"2022-03-11","Dallas",0,1
2251870,"2022-03-11","Fort Worth",0,1
2251897,"2022-01-30","Houston",0,1
2251947,"2022-03-10","Houston",0,1
2251951,"2022-03-10","Houston",0,1
2252068,"2022-03-11","Houston",1,0
2252114,"2022-03-12","Killeen",2,1
2252284,"2022-03-11","Aransas Pass",1,0
2252301,"2022-03-12","Fort Worth",0,1
2252401,"2022-03-11","Seguin",1,0
2252414,"2022-03-12","Decatur",0,1
2252419,"2022-03-08","Dallas",1,0
2252991,"2022-03-13","Dallas",1,0
2253045,"2022-03-12","Tyler",0,2
2253058,"2022-03-13","Houston",0,1
2253063,"2022-03-13","Houston",0,2
2253068,"2022-03-12","Fort Worth (Watauga)",2,0
2253075,"2022-03-12","San Antonio",1,0
2253080,"2022-03-13","San Antonio",1,0
2253088,"2022-03-12","San Antonio",1,0
2253095,"2022-03-12","San Antonio",0,1
2253111,"2022-03-12","San Antonio",1,0
2253120,"2022-03-13","Dallas",1,0
2253123,"2022-03-14","Houston",0,1
2253334,"2022-03-13","Amarillo",1,0
2253355,"2022-03-13","Bastrop",0,1
2253461,"2022-03-12","Beaumont",1,0
2253564,"2022-03-14","El Paso",1,0
2253568,"2022-03-14","Fort Worth",0,1
2253597,"2022-03-11","Houston",0,1
2253661,"2022-03-14","San Antonio",1,0
2253668,"2022-03-13","San Antonio",1,0
2253924,"2022-03-14","Mesquite",0,1
2254096,"2022-03-14","Waco",2,0
2254108,"2022-03-14","Port Arthur",0,1
2254114,"2022-03-14","Houston",0,1
2254121,"2022-03-15","Austin",0,2
2254149,"2022-03-14","Lewisville",2,0
2254163,"2022-03-10","Richmond",0,1
2254195,"2022-03-12","Baytown",0,1
2254268,"2022-03-15","Hurst",1,0
2254318,"2022-03-15","Alamo",0,1
2254521,"2022-03-15","Lubbock",1,0
2254805,"2022-03-15","Houston",1,0
2254821,"2022-03-15","Houston",1,0
2254832,"2022-03-16","Houston",1,0
2254847,"2022-03-15","Austin",0,1
2255134,"2022-03-14","Cleveland",2,1
2255230,"2022-03-16","Bryan",0,1
2255237,"2022-03-15","Corpus Christi",0,2
2255545,"2022-03-16","Tyler",2,0
2255564,"2022-03-06","El Paso",0,1
2255576,"2022-03-16","Fort Worth",1,0
2255581,"2022-03-15","Fort Worth",0,1
2255588,"2022-03-14","Fort Worth",0,2
2255609,"2022-03-16","Houston",1,0
2255614,"2022-03-17","Houston",1,1
2255639,"2022-03-16","Houston",1,1
2255648,"2022-03-14","Splendora",1,0
2255659,"2022-03-17","Houston",0,1
2255690,"2022-03-17","San Antonio",0,1
2255695,"2022-03-17","San Antonio",0,1
2255700,"2022-03-14","San Antonio",0,1
2255707,"2022-03-16","Houston",0,1
2255744,"2022-02-23","Teague",1,0
2256026,"2022-03-17","San Angelo",1,0
2256375,"2022-03-18","San Antonio",0,1
2256377,"2022-03-17","Austin",1,0
2256379,"2022-03-13","Forney",0,1
2256385,"2022-03-12","Newton",0,1
2256391,"2022-03-16","Amarillo",0,1
2256395,"2022-03-18","Austin",0,1
2256406,"2022-03-16","Austin",0,1
2256427,"2022-03-17","Dallas",1,0
2256437,"2022-03-17","Royse City",1,0
2256453,"2022-03-18","Fort Worth",1,3
2256551,"2022-03-17","Austin",0,2
2256623,"2022-03-17","Indian Springs",0,1
2256672,"2022-03-18","San Antonio",0,1
2256681,"2022-03-17","San Antonio",0,2
2256727,"2022-03-16","Houston",0,1
2256733,"2022-03-17","Houston",0,1
2256756,"2022-03-17","Houston",0,1
2256769,"2022-03-18","Texarkana",0,1
2257381,"2022-03-19","Houston",0,1
2257397,"2022-03-18","Houston",0,1
2257399,"2022-03-18","Houston",0,1
2257401,"2022-03-18","Houston",0,1
2257587,"2022-03-19","Fort Worth",1,1
2257598,"2022-03-18","Arlington",1,0
2257602,"2022-03-19","Denton",1,0
2257613,"2022-03-19","Austin",0,1
2257623,"2022-03-13","Austin",0,2
2257632,"2022-03-19","Dallas",1,1
2257642,"2022-03-19","San Antonio",0,1
2257775,"2022-03-18","Texarkana",0,1
2257793,"2022-03-18","Corpus Christi",0,3
2257838,"2022-03-19","Killeen",0,3
2258000,"2022-03-19","San Antonio",0,1
2258005,"2022-03-17","San Antonio",0,1
2258007,"2022-03-18","Dallas",1,0
2258010,"2022-03-18","Borger",1,0
2258156,"2022-03-20","Austin",0,4
2258182,"2022-03-19","Dallas",1,9
2258224,"2022-03-20","Houston",1,3
2258419,"2022-03-20","Dallas",1,0
2258424,"2022-03-20","San Antonio",1,0
2258454,"2022-03-20","Houston",1,0
2258463,"2022-03-20","Houston",1,0
2259448,"2022-01-14","Fort Worth",0,1
2259506,"2022-03-20","Alice",1,0
2259585,"2022-03-20","Waco",0,2
2259625,"2022-03-20","Dallas",1,0
2259667,"2022-03-12","Bivins",2,0
2259672,"2022-03-19","Longview",1,0
2259685,"2022-03-19","Houston",1,0
2259691,"2022-03-21","Houston",1,0
2259802,"2022-03-21","San Antonio",0,1
2260246,"2022-03-22","San Antonio",0,1
2260342,"2022-03-22","Houston",2,0
2260869,"2022-03-22","Killeen",1,1
2260885,"2022-03-23","Lubbock",0,1
2260892,"2022-03-22","Houston",1,0
2260899,"2022-03-22","San Antonio",0,1
2261067,"2022-03-20","Dallas",1,0
2261256,"2022-03-22","Fort Worth",0,1
2261675,"2022-03-23","Houston",0,1
2261867,"2022-03-23","Bowie",0,0
2262132,"2022-03-24","Houston",0,1
2262154,"2022-03-24","Killeen",2,0
2262165,"2022-03-23","Los Fresnos",1,0
2262190,"2022-03-11","San Antonio",1,0
2262237,"2022-03-24","Dallas",1,0
2262240,"2022-03-21","Austin",2,0
2263089,"2022-02-20","Haltom City",0,1
2263101,"2022-03-20","Odessa",0,1
2263111,"2022-03-24","Fort Worth",0,1
2263113,"2022-03-23","Brownsville",0,1
2263126,"2022-03-25","Houston",0,1
2263237,"2022-03-25","San Antonio",0,1
2263264,"2022-03-23","Paris",0,0
2263267,"2022-03-25","Port Arthur",1,0
2263277,"2022-03-25","Houston",0,1
2263279,"2022-03-25","Houston",1,1
2263282,"2022-03-25","Texarkana",0,1
2263414,"2022-03-25","Arlington",0,1
2263459,"2022-03-26","Schertz",1,0
2263475,"2022-03-25","San Antonio",0,1
2263491,"2022-03-25","Marietta",2,0
2263513,"2022-03-25","Port Arthur",1,0
2263620,"2022-03-25","Houston",0,1
2264081,"2022-03-26","Houston",0,1
2264084,"2022-03-27","Houston",0,2
2264091,"2022-03-27","Houston",0,1
2264418,"2022-03-27","Houston",0,1
2264429,"2022-03-27","Dallas",0,2
2264484,"2022-03-26","Dallas",1,1
2264499,"2022-03-26","Dallas",1,0
2264524,"2022-03-27","San Benito",1,0
2264541,"2022-03-25","Denton",1,0
2264568,"2022-03-27","Teague",0,1
2264573,"2022-03-27","San Antonio",0,1
2264576,"2022-03-27","San Antonio",1,1
2264622,"2022-03-27","Austin",0,1
2264624,"2022-03-28","Corpus Christi",1,0
2264686,"2022-03-28","Dallas",1,0
2264709,"2022-03-26","Spring",0,1
2264893,"2022-03-27","Houston",0,1
2264952,"2022-03-27","Lubbock",0,1
2264975,"2022-03-27","Spring Branch",0,1
2265038,"2022-03-27","San Antonio",0,1
2265069,"2022-03-27","Beaumont",1,0
2265082,"2022-03-27","Beaumont",1,0
2265294,"2022-03-28","Houston",0,1
2265501,"2022-03-29","Abilene",1,1
2265507,"2022-03-28","Fort Worth",0,1
2265515,"2022-03-28","Longview",0,1
2265612,"2022-03-29","Austin",0,1
2265630,"2022-03-28","San Antonio",0,1
2265653,"2022-03-29","Beaumont",0,1
2265665,"2022-03-29","Tulia",1,0
2265938,"2022-03-28","Brenham",0,0
2265981,"2022-03-29","Dallas",1,0
2265991,"2022-03-28","Fort Worth",0,0
2266326,"2022-03-30","San Antonio",0,1
2266351,"2022-03-27","Dublin",1,0
2266985,"2022-03-30","Longview",2,0
2267038,"2022-03-30","League City",0,1
2267050,"2022-03-31","Houston",1,0
2267098,"2022-03-30","Rowlett",1,0
2267119,"2022-03-30","Amarillo",1,0
2267186,"2022-03-06","Belton",0,0
2267242,"2022-03-30","Marshall",1,0
2267246,"2022-03-30","Fort Worth",0,1
2267292,"2022-03-30","Houston",0,1
2267373,"2022-03-26","Tyler",1,0
2267390,"2022-03-29","Laredo",0,1
2267429,"2022-03-30","San Antonio",0,1
2267435,"2022-03-31","San Antonio",1,0
2267440,"2022-03-30","San Antonio",0,3
2267455,"2022-02-21","San Antonio",1,0
2267479,"2022-03-29","Waco",0,1
2267505,"2022-03-30","Houston",0,1
2267507,"2022-03-29","Houston",0,1
2267511,"2022-03-31","Houston",0,1
2267514,"2022-03-31","Houston",0,1
2267518,"2022-03-18","Houston",0,0
2267983,"2022-04-01","San Antonio",1,1
2268027,"2022-04-01","San Angelo",1,1
2268039,"2022-03-31","Houston",1,2
2268044,"2022-03-31","Houston",1,0
2268185,"2022-04-01","Fort Worth",0,1
2268213,"2022-04-01","White Oak",1,0
2268359,"2022-02-28","Livingston",0,1
2268377,"2022-04-01","Fort Worth",1,0
2268409,"2022-03-29","Fredericksburg",1,0
2268482,"2022-03-31","San Antonio",1,0
2268497,"2022-04-01","Houston",0,1
2268726,"2022-03-31","Greenville",0,1
2268803,"2022-04-02","Houston",0,1
2268812,"2022-04-02","Houston",0,2
2269100,"2022-04-03","Dallas",1,16
2269477,"2022-04-03","San Antonio",0,2
2269506,"2022-04-03","San Antonio",0,1
2269735,"2022-04-03","Fort Worth",1,2
2269802,"2022-04-03","Temple",0,1
2269811,"2022-04-03","Waco",1,0
2269829,"2022-04-02","Fort Worth",0,1
2269892,"2022-04-02","Houston",1,1
2269900,"2022-04-02","Houston",0,1
2269903,"2022-03-22","Bellville",1,0
2269918,"2022-04-02","Humble",0,1
2269927,"2022-04-03","San Antonio",0,2
2269938,"2022-04-03","Houston",0,1
2269949,"2022-04-03","Houston",0,1
2270175,"2022-04-03","Ingram",1,0
2270312,"2022-03-17","Brownsville",0,1
2270351,"2022-04-04","Houston",0,1
2270376,"2022-04-02","Houston",1,0
2270438,"2022-04-02","Weatherford",0,1
2270510,"2022-04-04","Lubbock",0,1
2270533,"2022-03-18","Richardson",1,0
2270571,"2022-04-04","Seguin",1,1
2270670,"2022-04-01","Wharton",0,1
2270675,"2022-04-03","Kemah",0,1
2271022,"2022-04-04","Houston",0,1
2271569,"2022-04-04","Pasadena",0,1
2271574,"2022-04-05","Houston",0,1
2271668,"2022-04-05","Killeen",1,0
2271670,"2022-04-04","Marshall",1,0
2271879,"2022-04-06","Houston",1,0
2271885,"2022-04-06","Burkburnett",1,0
2271890,"2022-04-06","Converse",2,0
2271911,"2022-04-04","Dallas",1,0
2271962,"2022-04-04","Dallas",1,0
2271997,"2022-04-04","Fort Worth",0,1
2272302,"2022-04-06","Kilgore",0,1
2272389,"2022-04-05","San Antonio",1,1
2272458,"2022-04-05","San Antonio",0,1
2272501,"2022-03-10","Beaumont",0,2
2272540,"2022-03-27","Bronson",0,1
2272556,"2022-04-06","Fort Worth",1,0
2273233,"2022-04-07","Webster",1,0
2273247,"2022-04-07","Copperas Cove",1,1
2273259,"2022-04-07","Corpus Christi",1,0
2273270,"2022-04-07","Houston",0,1
2273338,"2022-04-07","Pittsburg",0,1
2273347,"2022-04-07","Fort Worth",0,1
2273349,"2022-04-06","Fort Worth",0,1
2273462,"2022-04-07","Houston",1,0
2273475,"2022-04-07","Houston",0,1
2273501,"2022-04-08","San Antonio",1,2
2273524,"2022-03-25","Edinburg",1,0
2273558,"2022-04-07","Dallas",1,0
2273674,"2022-04-07","San Elizario",0,1
2273702,"2022-04-08","Houston",1,0
2273983,"2022-04-07","Houston",1,0
2274060,"2022-04-07","La Marque",1,0
2274063,"2022-04-08","Texas City",0,1
2274072,"2022-04-07","La Marque",0,2
2274088,"2022-04-08","Houston",0,1
2274095,"2022-04-08","Houston",0,1
2274115,"2022-04-08","Houston",0,1
2274234,"2022-04-09","Houston",1,4
2274246,"2022-04-09","Texas City",0,2
2274289,"2022-04-09","Houston",0,1
2274332,"2022-04-09","Del Valle",0,1
2274340,"2022-04-09","Elgin",2,0
2274367,"2022-04-08","Dallas",0,2
2274386,"2022-04-08","San Antonio",0,1
2274389,"2022-04-09","San Antonio",0,1
2274933,"2022-04-09","Houston",1,0
2275024,"2022-04-10","Dallas",0,2
2275028,"2022-04-10","Dallas",2,1
2275341,"2022-04-09","Waco",1,0
2275388,"2022-04-10","El Paso",1,0
2275395,"2022-04-10","Dallas",0,1
2275412,"2022-04-10","Dallas",1,0
2275437,"2022-04-10","Dallas",1,0
2275471,"2022-04-10","La Marque",1,0
2275480,"2022-04-09","Katy",1,0
2275485,"2022-04-09","Houston",1,1
2275492,"2022-04-10","Houston",0,1
2275505,"2022-04-09","Manvel",0,2
2275511,"2022-04-09","Port Lavaca",1,0
2275520,"2022-04-09","San Antonio",0,1
2275575,"2022-04-11","Corpus Christi",1,0
2275601,"2022-04-10","Houston",0,1
2275708,"2022-04-11","San Antonio",0,1
2275777,"2022-04-11","Beaumont",0,0
2275912,"2022-04-11","Arlington",2,1
2275950,"2022-04-09","Rusk",1,0
2275997,"2022-04-11","Baytown",1,2
2276873,"2022-04-11","Houston",0,1
2276905,"2022-04-11","Houston",1,0
2277015,"2022-04-11","Houston",1,0
2277021,"2022-04-11","Houston",1,0
2277023,"2022-04-12","Houston",1,0
2277029,"2022-04-12","Hereford",1,0
2277046,"2022-04-12","Dallas",1,0
2277167,"2022-04-11","Dallas",1,0
2277191,"2022-04-11","El Paso",0,2
2277200,"2022-04-12","Fort Worth",0,1
2277205,"2022-04-12","Fort Worth",0,1
2277213,"2022-04-10","Crowley",1,0
2277216,"2022-04-10","Houston",1,0
2277221,"2022-04-12","San Antonio",0,1
2277754,"2022-04-12","Fort Worth",1,0
2277765,"2022-04-10","El Paso",1,0
2277846,"2022-04-13","Fort Worth",0,2
2277890,"2022-04-10","Fort Worth",1,0
2277931,"2022-04-11","Edinburg",1,2
2277956,"2022-04-12","San Benito",0,0
2277989,"2022-04-13","Houston",1,1
2278008,"2022-04-13","Houston",0,1
2278060,"2022-04-13","Lubbock",0,1
2278073,"2022-04-07","Lubbock",0,1
2278408,"2022-04-13","Texas City",1,2
2278420,"2022-04-12","Houston",0,1
2278434,"2022-04-11","San Antonio",1,0
2278437,"2022-04-14","San Antonio",0,1
2278444,"2022-04-14","San Antonio",0,1
2278449,"2022-04-14","San Antonio",0,1
2278464,"2022-04-11","Lewisville",1,0
2278848,"2022-04-13","Houston",1,0
2279212,"2022-04-14","Fort Worth",0,3
2279216,"2022-04-14","Fort Worth",0,1
2279229,"2022-04-14","Fort Worth",0,1
2279245,"2022-04-14","Groves",1,0
2279257,"2022-04-14","San Antonio",0,1
2279266,"2022-04-14","San Antonio",1,0
2279271,"2022-04-15","Houston",1,0
2279370,"2022-04-14","Houston",0,1
2279532,"2022-04-15","San Antonio",0,1
2279659,"2022-04-15","Houston",1,0
2279665,"2022-04-15","Corpus Christi",0,1
2279672,"2022-04-14","Azle",0,1
2279843,"2022-04-15","Lumberton",1,0
2279850,"2022-04-15","Odessa",1,0
2280077,"2022-04-15","Dallas",0,2
2280099,"2022-04-14","Waco",1,0
2280114,"2022-04-16","Corpus Christi",1,0
2280913,"2022-04-16","Haslet",0,1
2280924,"2022-04-17","Houston",1,0
2281267,"2022-04-17","Hearne",1,0
2281287,"2022-04-16","Dallas",1,0
2281302,"2022-04-17","Dallas",0,1
2281313,"2022-04-17","Fort Worth",0,1
2281327,"2022-04-16","Fort Worth",0,1
2281380,"2022-04-16","Houston",1,0
2281383,"2022-04-16","Houston",0,1
2281407,"2022-04-17","Houston",0,1
2281410,"2022-04-16","Daingerfield",1,6
2281440,"2022-04-17","San Antonio",0,1
2281447,"2022-04-17","San Antonio",0,1
2281456,"2022-04-16","San Antonio",0,1
2281667,"2022-04-17","Dallas",1,0
2281812,"2022-04-18","Houston",1,0
2282338,"2022-04-19","Fort Worth",0,1
2282341,"2022-04-18","Conroe",1,0
2282343,"2022-04-15","Livingston",1,0
2282356,"2022-04-18","Richardson",1,0
2282518,"2022-04-19","Pasadena",1,0
2282527,"2022-04-13","Corpus Christi",1,0
2282817,"2022-04-17","Houston",1,0
2282916,"2022-04-18","Fort Worth",0,1
2282956,"2022-04-19","Cypress",1,0
2282994,"2022-04-19","Arlington",0,1
2283027,"2022-04-11","Humble",1,0
2283077,"2022-04-19","San Antonio",0,1
2283087,"2022-04-19","Waco",0,1
2283091,"2022-04-19","Houston",0,1
2283436,"2022-04-19","Round Rock",1,2
2283461,"2022-04-19","San Antonio",1,0
2283801,"2022-04-20","San Antonio",0,1
2283810,"2022-04-20","Houston",0,1
2283823,"2022-04-20","Houston",1,0
2283842,"2022-04-20","Houston",1,0
2283852,"2022-04-20","Fort Worth",0,1
2283854,"2022-04-20","Fort Worth",0,1
2283901,"2022-04-20","De Kalb",1,0
2284131,"2022-04-17","Austin",1,0
2284228,"2022-04-20","Lubbock",0,1
2284235,"2022-04-21","Beeville",0,0
2284237,"2022-04-20","Dallas",1,0
2284283,"2022-04-21","Crosby",0,1
2284294,"2022-04-21","Spring",0,1
2284310,"2022-04-21","Hitchcock",0,2
2284408,"2022-04-21","San Antonio",0,1
2284765,"2022-04-19","Waxahachie",0,1
2285067,"2022-04-21","Fort Worth",0,1
2285124,"2022-04-21","Houston",0,1
2285133,"2022-04-22","Houston",0,1
2285263,"2022-04-22","Humble",1,0
2285300,"2022-04-22","San Antonio",0,2
2285340,"2022-04-22","Houston",0,1
2285346,"2022-04-22","Houston",0,1
2285348,"2022-04-22","Houston",1,0
2285350,"2022-04-22","Houston",0,1
2285501,"2022-04-22","San Antonio",0,1
2285506,"2022-04-22","Fort Worth",1,0
2285521,"2022-04-23","Houston",1,0
2285534,"2022-04-15","Dallas",1,0
2285646,"2022-04-23","Lubbock",1,0
2285651,"2022-04-23","San Antonio",0,1
2286012,"2022-04-24","Houston",1,0
2286015,"2022-04-24","Houston",0,1
2286037,"2022-04-23","Austin",0,1
2286040,"2022-04-24","Austin",0,1
2286043,"2022-04-24","Austin",0,1
2286155,"2022-04-22","Dallas",1,0
2286217,"2022-04-24","Fort Worth",1,0
2286225,"2022-04-23","Fort Worth",1,0
2286266,"2022-04-24","Houston",0,1
2286285,"2022-04-23","Houston",1,0
2286294,"2022-04-24","Houston",1,0
2286392,"2022-04-23","Waco",0,2
2286400,"2022-04-24","Waco",0,1
2286413,"2022-04-24","Waco",0,2
2286422,"2022-04-24","San Antonio",1,0
2286455,"2022-04-23","San Antonio",0,1
2286514,"2022-04-23","Channelview",0,1
2287151,"2022-04-22","San Antonio",0,0
2287167,"2022-04-22","Austin",2,0
2287187,"2022-04-24","Buna",1,1
2287220,"2022-04-25","Corpus Christi",0,1
2287228,"2022-04-25","Corpus Christi",0,1
2287238,"2022-04-24","Fort Worth",0,1
2287272,"2022-04-24","Harlingen",0,3
2287277,"2022-04-22","Houston",1,0
2287285,"2022-04-23","Houston",1,0
2287289,"2022-04-23","Houston",1,0
2287298,"2022-04-24","Houston",1,0
2287308,"2022-04-25","Cleveland",1,0
2287318,"2022-04-24","Houston",1,0
2287336,"2022-04-25","Houston",0,1
2287377,"2022-04-24","Odessa",1,0
2287382,"2022-04-25","San Antonio",0,1
2287396,"2022-04-25","Amarillo",1,0
2287456,"2022-04-25","Vidor",0,1
2288002,"2022-04-26","Rockdale",0,0
2288010,"2022-03-26","Harlingen",1,0
2288026,"2022-04-25","Denton",1,0
2288041,"2022-04-24","Fort Worth",0,1
2288072,"2022-04-23","Fort Worth",1,0
2288081,"2022-04-24","Irving",1,0
2288083,"2022-04-25","Fort Worth",0,2
2288286,"2022-04-17","Webster",1,0
2288374,"2022-04-17","Laredo",0,1
2288427,"2022-04-26","San Antonio",0,1
2288430,"2022-04-26","Atascosa",0,1
2288463,"2022-04-25","Beaumont",1,0
2288672,"2022-04-26","Beaumont",0,2
2289388,"2022-04-27","San Antonio",2,1
2289509,"2022-04-23","Canton",1,0
2289511,"2022-04-27","Houston",1,0
2289522,"2022-04-27","Houston",1,0
2289524,"2022-04-27","Houston",1,0
2289537,"2022-04-26","Houston",0,1
2289589,"2022-04-26","Grand Prairie",1,0
2289610,"2022-04-27","San Antonio",0,5
2289620,"2022-04-28","El Paso",0,1
2289641,"2022-04-26","Fort Worth",0,1
2289644,"2022-04-11","Houston",1,0
2289666,"2022-04-27","San Antonio",0,1
2289675,"2022-04-27","San Antonio",0,1
2289685,"2022-04-26","San Antonio",0,3
2289689,"2022-04-27","Schertz",0,0
2289702,"2022-04-28","San Antonio",0,1
2289733,"2022-04-28","Austin",1,0
2290354,"2022-04-28","Austin",1,0
2290357,"2022-04-29","Humble",1,0
2290362,"2022-04-28","Houston",0,1
2290365,"2022-04-28","San Antonio",1,0
2290413,"2022-04-29","Hawkins",1,0
2290499,"2022-04-25","Corpus Christi",1,0
2290541,"2022-04-29","Longview",0,1
2290646,"2022-04-28","Fort Worth",0,1
2290650,"2022-04-29","Fort Worth",0,2
2290659,"2022-04-29","Houston",1,0
2290671,"2022-04-29","Houston",0,1
2290690,"2022-04-20","Richmond",1,0
2290697,"2022-04-29","Houston",0,1
2290729,"2022-04-29","Lubbock",0,0
2290735,"2022-04-28","Slaton",0,1
2290822,"2022-04-29","Houston",0,2
2290831,"2022-04-29","Houston",0,1
2290841,"2022-04-29","Houston",0,1
2291096,"2022-04-29","Ennis",0,1
2291101,"2022-04-30","El Paso",0,2
2291104,"2022-04-30","San Antonio",0,1
2291162,"2022-04-27","Fort Worth",1,0
2291183,"2022-04-30","San Antonio",0,1
2291561,"2022-04-30","Amarillo",1,0
2291564,"2022-04-30","College Station",0,2
2291567,"2022-04-30","Port Arthur",0,1
2291569,"2022-04-30","Houston",0,2
2292287,"2022-05-01","Waco",1,1
2292290,"2022-05-01","Dallas",1,1
2292295,"2022-04-30","Dallas",1,0
2292297,"2022-04-30","Houston",0,1
2292656,"2022-04-30","Wichita Falls",0,2
2292659,"2022-04-29","Colorado City",1,0
2292673,"2022-05-01","Austin",0,2
2292678,"2022-05-01","Liberty",1,0
2292707,"2022-05-01","Fort Worth",0,1
2292727,"2022-04-30","Houston",1,1
2292738,"2022-05-02","Houston",0,1
2292748,"2022-05-02","Katy",1,0
2292762,"2022-05-01","Lubbock",0,2
2292771,"2022-05-01","Midland",1,0
2292776,"2022-05-01","San Antonio",2,0
2293355,"2022-05-02","Houston",0,1
2293369,"2022-05-03","Houston",0,1
2293374,"2022-05-03","Houston",1,0
2293376,"2022-05-02","Houston",0,1
2293471,"2022-05-03","Adkins",1,0
2293486,"2022-05-03","Tyler",0,1
2293495,"2022-05-02","Dallas",0,2
2293577,"2022-05-03","Dallas",1,0
2293579,"2022-04-25","Dallas",1,0
2293583,"2022-04-29","Dallas",1,0
2293636,"2022-05-02","Fort Worth",0,1
2293658,"2022-03-19","Houston",1,0
2293707,"2022-05-03","Laredo",1,0
2293740,"2022-05-03","Brady",0,1
2293751,"2022-05-03","San Antonio",1,0
2293755,"2022-05-02","San Antonio",1,0
2293762,"2022-05-03","San Antonio",0,1
2293776,"2022-04-29","Galveston",1,0
2293937,"2022-05-03","El Paso",0,1
2293943,"2022-05-04","Houston",0,2
2294114,"2022-04-29","Austin",2,0
2294123,"2022-05-03","Dallas",1,0
2294280,"2022-05-04","Houston",1,0
2294344,"2022-05-04","San Antonio",1,0
2294355,"2022-05-04","Houston",0,1
2294477,"2022-05-03","Beaumont",0,5
2295042,"2022-05-05","Fort Worth",1,1
2295160,"2022-05-05","Houston",1,0
2295174,"2022-05-05","Houston",1,0
2295640,"2022-04-30","Austin",1,0
2295685,"2022-05-05","Port Arthur",0,1
2295702,"2022-05-05","Mission (Alton)",1,0
2295723,"2022-05-05","Dallas",1,0
2295738,"2022-05-05","Dallas",1,0
2295745,"2022-05-05","Dallas",1,0
2295752,"2022-05-05","Grand Prairie",1,0
2295849,"2022-05-05","Houston",1,0
2295864,"2022-05-06","Houston",0,1
2295878,"2022-05-06","Sugar Land",1,0
